trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
554,False,"{'a': 0.2, 'e': 0.03611669699268428}",20,16,7.781171907704488,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.2, 'e': 0.03590064561302092}",25,17,12.765115335353702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.2, 'e': 0.03568588666047689}",20,8,20.807626212760873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.2, 'e': 0.03547241240370673}",30,19,20.20142404950145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.2, 'e': 0.03526021515761412}",20,8,24.082157059539778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.2, 'e': 0.035049287283075305}",25,8,29.548797398750846,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.2, 'e': 0.034839621186663984}",20,8,25.19191676627737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.2, 'e': 0.034631209320378095}",30,17,11.37863438670525,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.2, 'e': 0.034424044181367894}",20,11,19.3887159935253,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.2, 'e': 0.03421811831166603}",25,7,28.449949425083915,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.2, 'e': 0.03401342429791895}",20,10,20.050871324575578,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.2, 'e': 0.033809954771120046}",25,20,10.455042953129997,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.2, 'e': 0.03360770240634438}",25,20,11.38986661308623,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.2, 'e': 0.03340665992248499}",30,15,29.30016410324722,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.2, 'e': 0.03320682008199072}",25,14,22.680600998826,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.2, 'e': 0.03300817569060575}",30,20,14.193856840615696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.2, 'e': 0.032810719597110516}",20,14,10.638955906624634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.2, 'e': 0.03261444469306436}",30,19,19.703708371309354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.2, 'e': 0.0324193439125495}",20,13,12.671197768951174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.2, 'e': 0.0322254102319168}",20,12,14.120941394555214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.2, 'e': 0.03203263666953279}",20,9,20.71465415845711,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.2, 'e': 0.03184101628552841}",20,8,19.22260284997987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.2, 'e': 0.03165054218154915}",30,18,21.828615451375217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.2, 'e': 0.03146120750050669}",20,11,16.07528566445547,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.2, 'e': 0.03127300542633206}",30,20,17.095324184188517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.2, 'e': 0.03108592918373026}",20,6,14.270390162737847,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.2, 'e': 0.030899972037936367}",20,5,13.142046453834528,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.2, 'e': 0.03071512729447303}",30,18,19.60133998797637,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.2, 'e': 0.030531388298909546}",20,16,6.435894571341991,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.2, 'e': 0.030348748436622202}",25,15,18.829226318478867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.2, 'e': 0.03016720113255626}",30,21,10.770124969793743,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.2, 'e': 0.029986739850989135}",25,16,14.73871485619633,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.2, 'e': 0.029807358095295233}",20,11,17.987976805866072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.2, 'e': 0.029629049407711945}",20,15,9.169230441245237,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.2, 'e': 0.02945180736910729}",20,4,24.04677892800394,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.2, 'e': 0.02927562559874871}",25,15,19.865446218489208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.2, 'e': 0.02910049775407347}",30,12,35.76622894020157,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.2, 'e': 0.02892641753046022}",20,9,23.319832118225946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.2, 'e': 0.028753378661002135}",30,22,15.282589233428503,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.2, 'e': 0.028581374916281203}",20,7,27.265839605430017,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.2, 'e': 0.02841040010414406}",20,6,28.01668998546343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.2, 'e': 0.028240448069478983}",30,20,17.399167744025142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.2, 'e': 0.028071512693994393}",30,16,13.772620050601809,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.2, 'e': 0.027903587895998498}",20,15,10.854186893883467,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.2, 'e': 0.027736667630180466}",20,16,5.408271858071906,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.2, 'e': 0.02757074588739267}",35,18,36.24988175008485,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.2, 'e': 0.027405816694434475}",25,14,22.861103500520155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.2, 'e': 0.027241874113837102}",20,8,22.3647146612164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.2, 'e': 0.027078912243649965}",25,15,19.602373042104,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.2, 'e': 0.026916925217228112}",20,11,16.03737486349286,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.2, 'e': 0.026755907203021123}",25,15,15.282583362596117,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.2, 'e': 0.02659585240436307}",30,18,23.63384132425214,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.2, 'e': 0.026436755059263944}",20,14,10.29809699571575,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.2, 'e': 0.026278609440202112}",25,20,10.93050164193551,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.2, 'e': 0.026121409853918233}",30,19,21.22451588365856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.2, 'e': 0.0259651506412102}",30,19,-2.530768633009097,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
610,False,"{'a': 0.2, 'e': 0.0258098261767295}",25,13,19.33285449512068,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.2, 'e': 0.025655430868778615}",25,17,17.79136287309813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.2, 'e': 0.02550195915910981}",25,14,19.83822961844228,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.2, 'e': 0.02534940552272493}",20,13,13.232926926230208,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.2, 'e': 0.025197764467676628}",20,14,9.673586015012443,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.2, 'e': 0.025047030534870507}",20,14,12.64015428208977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.2, 'e': 0.024897198297868735}",20,10,17.381590019268327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.2, 'e': 0.024748262362694576}",20,5,20.94384892757892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.2, 'e': 0.024600217367638302}",25,10,25.508248006544147,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.2, 'e': 0.02445305798306408}",30,17,20.522210276451922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.2, 'e': 0.02430677891121819}",25,17,14.912973459294605,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.2, 'e': 0.02416137488603824}",25,17,15.377990543480237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.2, 'e': 0.024016840672963606}",20,3,33.00317510047107,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.2, 'e': 0.023873171068747034}",30,21,15.331407140346105,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.2, 'e': 0.02373036090126723}",20,13,13.211543363369342,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.2, 'e': 0.023588405029342768}",20,8,7.463691167545797,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.2, 'e': 0.0234472983425469}",30,18,23.147345935165397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.2, 'e': 0.023307035761023685}",20,14,12.191878186199624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.2, 'e': 0.02316761223530502}",20,12,16.280179800257784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.2, 'e': 0.02302902274612894}",25,15,21.648437670154262,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.2, 'e': 0.02289126230425885}",30,16,19.8784053218183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.2, 'e': 0.02275432595030398}",25,14,22.389147961158045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.2, 'e': 0.022618208754540785}",20,9,20.146879930234917,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.2, 'e': 0.02248290581673553}",25,14,18.9178862690463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.2, 'e': 0.022348412265967826}",20,2,17.944413209934112,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
635,False,"{'a': 0.2, 'e': 0.022214723260455337}",25,11,24.8230158566724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.2, 'e': 0.022081833987379406}",25,18,13.918842250552283,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.2, 'e': 0.021949739662711874}",30,12,24.378586493094954,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
638,False,"{'a': 0.2, 'e': 0.021818435531042762}",30,11,35.7248883444585,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.2, 'e': 0.021687916865409173}",20,16,8.778789595816875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.2, 'e': 0.021558178967125027}",25,11,25.5226662955621,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.2, 'e': 0.021429217165611993}",30,15,26.849503152475236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.2, 'e': 0.02130102681823127}",20,10,21.455826243998306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.2, 'e': 0.02117360331011653}",25,11,28.911486966221556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.2, 'e': 0.02104694205400769}",25,18,11.979461045485353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.2, 'e': 0.020921038490085878}",20,12,17.451816901347023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.2, 'e': 0.020795888085809178}",20,10,19.552066007372087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.2, 'e': 0.02067148633574953}",30,18,22.244021492849154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.2, 'e': 0.02054782876143049}",25,13,19.85964354172321,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.2, 'e': 0.020424910911166032}",30,16,27.76783164284187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.2, 'e': 0.02030272835990026}",30,19,24.253518154562364,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.2, 'e': 0.020181276709048155}",20,9,8.286682578723882,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 0.2, 'e': 0.020060551586337145}",20,10,20.442568808156473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.2, 'e': 0.019940548645649796}",20,8,18.56731381465723,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.2, 'e': 0.01982126356686726}",20,9,21.271488896317326,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.2, 'e': 0.01970269205571384}",20,9,19.006843440313354,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.2, 'e': 0.019584829843602315}",25,17,12.996092552757355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.2, 'e': 0.019467672687480328}",30,18,21.860078557439888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.2, 'e': 0.01935121636967759}",25,16,17.13004235300456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.2, 'e': 0.01923545669775411}",25,9,21.822942067691436,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.2, 'e': 0.019120389504349168}",20,6,24.63285069250603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.2, 'e': 0.019006010647031397}",25,20,11.398170494933982,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.2, 'e': 0.01889231600814957}",20,12,14.355850752005129,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.2, 'e': 0.0187793014946844}",20,14,13.08807995665492,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.2, 'e': 0.018666963038101215}",25,15,18.632258019525974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.2, 'e': 0.01855529659420343}",25,16,15.479902696148775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.2, 'e': 0.018444298142987012}",25,20,10.919454636549137,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.2, 'e': 0.018333963688495727}",20,11,19.417445302212833,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.2, 'e': 0.018224289258677303}",25,13,21.552880564605314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.2, 'e': 0.01811527090524041}",20,13,13.87921436523523,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.2, 'e': 0.018006904703512558}",25,18,12.629386243343557,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.2, 'e': 0.017899186752298794}",25,18,10.139794688658295,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.2, 'e': 0.017792113173741214}",20,15,10.023105245170486,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.2, 'e': 0.017685680113179437}",25,11,27.09387389818166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.2, 'e': 0.017579883739011794}",25,12,26.221998245577375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.2, 'e': 0.017474720242557397}",20,10,20.8177868553641,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.2, 'e': 0.017370185837918987}",25,11,27.26642207870102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.2, 'e': 0.01726627676184673}",20,6,23.83051479795411,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.2, 'e': 0.017162989273602654}",20,0,29.382099252798934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
679,False,"{'a': 0.2, 'e': 0.017060319654826052}",20,15,10.302860288913292,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.2, 'e': 0.016958264209399526}",30,19,22.90102176012403,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.2, 'e': 0.01685681926331603}",20,12,14.456029586646732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.2, 'e': 0.016755981164546553}",20,14,-1.3862492501510122,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.2, 'e': 0.016655746282908664}",20,6,19.666606194585615,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.2, 'e': 0.016556111009935766}",30,10,35.02144319362189,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.2, 'e': 0.016457071758747287}",20,15,7.139369755019487,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.2, 'e': 0.01635862496391949}",20,14,12.52699610619113,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.2, 'e': 0.016260767081357142}",20,8,21.248381096400802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.2, 'e': 0.016163494588165874}",20,9,10.329034444437156,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.2, 'e': 0.01606680398252544}",20,16,7.225512103795854,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.2, 'e': 0.015970691783563595}",20,8,20.86184861836536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.2, 'e': 0.015875154531230805}",30,15,32.410389167128464,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.2, 'e': 0.015780188786175646}",20,6,27.737687306713966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.2, 'e': 0.015685791129621054}",25,15,17.96824271767129,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.2, 'e': 0.015591958163241193}",25,13,21.64788178927641,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.2, 'e': 0.015498686509039157}",25,15,20.59054011135795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.2, 'e': 0.015405972809225293}",25,16,15.917979829625713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.2, 'e': 0.015313813726096408}",25,16,18.85885088155241,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.2, 'e': 0.015222205941915557}",30,13,35.59337111509902,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.2, 'e': 0.015131146158792626}",20,10,16.992491019126646,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.2, 'e': 0.015040631098565566}",25,18,14.772880871692568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.2, 'e': 0.014950657502682445}",25,16,19.04414402473248,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,14,21.118077307181377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,8,19.918968834870025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,17,12.527294758650635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,10,16.230582868958095,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,3,35.20809273945014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,8,29.464074829024813,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,20,21.262612962064377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,13,13.255878772995718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,17,13.32426809606782,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,12.880797911448349,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,11,27.409535233317143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,11,30.671245711734727,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,8,32.71370092041965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",35,21,32.3247899572798,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,15,9.161934401784626,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,11,22.862572744098607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,12,27.21873302837431,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,12,33.43128164186539,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,7,21.471758312584424,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,13,23.89211085647382,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,12,13.58466980274102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,8,23.397549786868577,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,12,16.369357257214574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",30,10,37.00968960991221,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,20,9.31313995348093,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",35,27,14.835454514191246,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,12,18.6619405848297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,19,10.916396791683255,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,17,17.790125381010913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,10,19.82208343749485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",35,17,31.266051624548552,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,8,24.230657932979184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,9,30.51762216983564,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,14,20.47903377989342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,5,32.12319455725458,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,7,39.44893553148013,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,11,22.594308193258758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",25,14,20.44426929014329,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,10,16.748356870095424,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",30,23,12.7758255647035,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",20,6,23.996428041455474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,9,23.9455987460436,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",25,16,18.33261039962161,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
